instrument_key,exchange_token,"SYMBOL 
",name,last_price
NSE_EQ|INE667G01023,11794,SAKSOFT,SAKSOFT LIMITED,291.57
NSE_EQ|INE774D01024,13285,M&MFIN,M&M FIN. SERVICES LTD,293.3
NSE_EQ|INE050M01012,27067,VSSL,VARDHMAN SPC STEEL LTD,293.45
NSE_EQ|INE049I01012,15360,NAHARCAP,NAHAR CAP & FIN.,295.4
NSE_EQ|INE00Y201027,20372,FLAIR,FLAIR WRITING INDUST LTD,296.65
NSE_EQ|INE338A01024,3496,TIRUMALCHM,THIRUMALAI CHEMICALS LTD,296.95
NSE_EQ|INE337M01013,25608,INDOTHAI,INDO THAI SEC LTD,297.95
NSE_EQ|INE07K301024,18608,ZAGGLE,ZAGGLE PREPA OCEAN SER L,298.3
NSE_EQ|INE851I01011,19113,UDS,UPDATER SERVICES LIMITED,298.5
NSE_EQ|INE0FHS01024,3292,DEEPINDS,DEEP INDUSTRIES LIMITED,300.65
NSE_EQ|INE263A01024,383,BEL,BHARAT ELECTRONICS LTD,300.9
